S_type,E_type,S_speed,S_acc,D1,D2,Rs,B,F_type,Rf,Result
1,1,12.6,-2.41,471.08,1195.08,0.48,1,2,0.25,-1
0,3,14.82,-4.16,189.65,864.42,0.95,0,0,0.95,-1
1,1,14.55,1.96,426.76,605.91,0.48,0,1,0.48,-1
3,3,3.67,1.56,660.31,1006.44,0.05,1,0,0.15,1
1,0,15.57,1.53,612.41,602.51,0.01,1,0,0.3,-1
3,1,2.81,-2.15,585.97,900.8,0.73,1,0,0.8,-1
1,0,17.51,0.61,604.78,94.52,0.67,0,1,0.67,-1
3,0,7.75,2.65,84.92,208.53,0.33,0,3,0.33,1
2,1,8.63,0.04,115.3,755.04,0.16,0,2,0.16,1
1,0,14.5,-4.98,159.45,852.06,0.23,0,1,0.23,1
3,1,0.61,-1.79,572.44,1028.75,0.29,1,2,0.81,-1
2,0,10.54,-3.86,378.73,542.46,0.72,0,2,0.72,-1
0,1,1.03,-1.39,709.36,1071.12,0.4,1,1,0.88,-1
0,3,13.86,0.55,1067.85,827.93,0.35,0,0,0.35,1
3,1,8.13,-4.5,1111.03,92.98,0.28,1,0,0.19,1
2,1,5.49,-2.44,560.42,1022.06,0.06,0,2,0.06,1
2,2,16.9,0.78,243.45,476.77,0.26,1,1,0.98,1
3,3,4.7,-1.29,558.43,117.84,0.25,1,1,0.9,-1
0,3,5.22,-4.95,297.98,515.04,0.14,1,0,0.71,-1
1,3,17.15,-0.89,778.63,785.95,0.59,0,1,0.59,-1
2,2,9.18,-0.61,564.95,883.28,0.52,1,1,0.87,-1
3,3,5.63,1.46,625.05,724.34,0.84,1,0,0.37,-1
0,0,0.33,2.64,269.87,289.05,0.78,0,0,0.78,-1
3,3,3.58,-2.69,852.31,847.59,0.44,0,3,0.44,-1
1,0,4.98,-3.57,347.68,910.69,0.16,0,1,0.16,1
3,3,2.16,-2.16,337.96,702.56,0.25,0,3,0.25,1
1,2,5.3,-4.82,1050.6,1087.3,0.92,1,0,0.25,1
1,1,6.21,0.98,100.24,662.52,0.81,0,1,0.81,-1
1,1,6.66,0.03,915.02,376.73,0.75,1,0,0.67,-1
0,3,13.47,1.68,154.62,400.89,0.57,0,0,0.57,-1
0,1,6.18,-0.19,1173.43,702.27,0.71,1,1,0.29,1
1,2,2.08,1.48,1189.6,784.9,0.71,1,2,0.95,-1
0,0,13.17,-1.68,746.13,101.33,0.62,1,2,0.16,-1
2,0,17.32,-2.21,66.2,382.01,0.94,0,2,0.94,-1
2,1,6.73,-4.3,146.5,33.09,0.75,1,2,0.86,-1
3,1,3.5,-2.47,939.55,159.3,0.19,0,3,0.19,1
2,0,10.1,0.95,272.56,997.73,0.55,0,2,0.55,-1
0,3,10.35,-4.07,367.01,1173.67,0.51,1,1,0.78,-1
1,3,10.35,2.68,578.55,327.38,0.27,1,0,0.51,1
3,3,1.76,0.48,870.87,573.93,0.2,0,3,0.2,1
0,3,8.58,-1.35,362.97,105.94,0.29,0,0,0.29,1
3,2,5.16,-3.62,981.03,478.78,0.04,1,2,0.1,1
2,1,5.64,1.17,485.96,381.52,0.47,1,2,0.31,-1
1,3,10.84,2.61,883.47,359.9,0.51,0,1,0.51,-1
1,0,9.78,1.82,621.75,451.86,0.42,0,1,0.42,-1
3,0,12.95,-0.9,133.14,146.21,0.02,0,3,0.02,1
0,3,3.58,-3.29,371.97,902.26,0.32,0,0,0.32,-1
0,0,7.85,1.82,322.5,900.56,0.45,0,0,0.45,-1
2,3,11.41,1.47,965.46,300.19,0.55,1,0,0.84,-1
3,2,9.52,-2.21,25.39,126.84,0.08,1,2,0.18,1
0,0,6.49,-1.27,284.89,599.61,0.52,1,1,0.88,-1
0,0,4.36,-0.54,555.36,1181.98,0.71,1,1,0.99,-1
0,3,6.22,1.45,157.95,97.03,0.02,0,0,0.02,1
1,0,8.26,-1.64,1142.04,400.42,0.26,0,1,0.26,1
0,2,16.31,-0.04,49.72,1188.24,0.46,1,2,0.45,-1
0,3,4.08,-0.21,72.2,1083.73,0.84,1,0,0.81,-1
2,1,12.39,-3.39,947.0,621.43,0.13,1,2,0.06,1
3,1,12.66,1.55,366.86,222.14,0.23,1,1,0.54,-1
0,3,5.1,1.01,577.1,756.32,0.05,0,0,0.05,1
0,0,10.52,-0.28,1193.64,135.02,0.55,1,1,0.01,1
2,1,3.9,-0.02,75.55,219.92,0.54,1,0,0.52,-1
0,2,15.14,1.82,862.38,775.18,0.94,1,1,0.76,-1
1,2,15.29,-4.15,971.15,338.27,0.96,0,1,0.96,-1
3,3,2.03,-0.4,423.09,1023.83,0.1,0,3,0.1,1
3,3,8.36,1.8,772.4,903.59,0.86,0,3,0.86,-1
3,0,10.16,-4.96,440.7,565.52,0.39,0,3,0.39,-1
3,3,8.09,-1.0,1193.99,1136.1,0.09,0,3,0.09,1
2,2,8.19,1.97,727.51,837.72,0.49,1,1,0.41,-1
3,3,0.47,-3.3,438.3,371.79,0.42,1,2,0.9,-1
2,0,12.26,0.31,549.15,1024.73,0.05,0,2,0.05,1
2,3,8.56,0.23,791.92,929.35,0.37,0,2,0.37,-1
2,3,0.82,-0.74,532.99,860.84,0.41,1,0,0.36,-1
0,1,8.33,0.75,404.27,1194.72,0.08,0,0,0.08,1
0,2,17.85,-2.65,103.92,493.32,0.09,0,0,0.09,1
1,2,4.78,2.16,253.67,345.2,0.48,0,1,0.48,-1
2,3,13.5,-2.74,802.19,437.54,0.43,1,1,0.76,-1
3,1,11.92,-4.67,951.44,971.04,0.64,0,3,0.64,-1
1,1,5.92,-4.96,683.51,521.23,0.42,1,0,0.66,-1
1,2,11.73,-4.77,1117.38,77.24,0.64,1,0,0.15,1
1,0,9.35,-0.92,575.5,716.3,0.07,1,0,0.67,-1
1,2,5.67,1.19,1048.56,65.78,0.78,0,1,0.78,-1
2,1,9.37,-2.48,881.26,1024.37,0.8,0,2,0.8,-1
1,2,9.34,-0.86,901.94,300.12,0.84,1,0,0.32,-1
3,0,0.9,-1.23,21.23,874.44,0.24,1,2,0.76,-1
0,0,10.65,-3.34,421.29,574.43,0.35,0,0,0.35,-1
0,3,4.39,-0.57,592.43,1164.65,0.24,1,0,0.46,-1
1,2,10.72,0.62,496.69,857.31,0.96,0,1,0.96,-1
0,3,14.56,2.52,503.21,391.1,0.29,0,0,0.29,1
1,2,11.89,0.32,911.63,681.98,0.61,0,1,0.61,-1
1,0,4.73,-2.56,48.95,399.57,0.47,0,1,0.47,-1
2,0,1.57,2.25,923.63,613.5,0.55,0,2,0.55,-1
0,1,16.6,-1.51,118.86,189.6,1.0,0,0,1.0,-1
3,0,10.63,-3.06,1026.69,1196.76,0.91,0,3,0.91,1
0,3,12.59,2.43,685.11,808.29,0.21,0,0,0.21,1
3,3,4.25,-1.09,745.6,1002.13,0.51,1,0,0.33,-1
1,1,12.38,0.3,106.43,1136.4,0.98,0,1,0.98,-1
2,3,16.23,-0.97,581.69,229.62,0.41,1,2,0.4,-1
2,2,6.42,2.42,672.43,1004.14,0.46,0,2,0.46,1
3,1,0.74,-2.76,160.34,1153.69,0.93,1,1,0.71,-1
0,0,13.85,-2.89,128.68,341.56,0.69,0,0,0.69,-1
2,2,3.83,0.89,535.1,954.45,0.05,0,2,0.05,1
1,0,8.65,-0.66,600.91,858.32,0.08,1,1,0.4,-1
0,1,14.56,1.77,107.09,1038.5,0.7,1,1,0.11,-1
1,1,17.59,2.32,264.99,599.51,0.74,0,1,0.74,1
3,1,7.22,-3.18,848.11,1148.69,0.15,0,3,0.15,1
3,3,8.48,-1.86,852.64,215.76,0.46,1,1,0.97,-1
3,0,9.58,-4.6,126.99,824.14,0.57,1,2,0.31,-1
1,2,1.29,2.42,839.26,1051.19,0.61,1,0,0.14,1
3,0,13.86,-3.65,681.9,1070.81,0.71,0,3,0.71,-1
3,3,2.71,-1.98,751.1,1123.92,0.49,0,3,0.49,-1
2,3,6.57,-0.46,1153.3,243.09,0.64,1,2,0.66,-1
2,0,6.68,-0.04,33.59,123.72,0.52,0,2,0.52,-1
2,1,10.78,2.67,379.21,31.14,0.94,0,2,0.94,-1
0,2,5.86,-3.27,635.72,1033.79,0.9,0,0,0.9,-1
0,0,13.57,-3.13,63.69,784.66,0.2,1,0,0.57,-1
2,0,7.72,0.27,746.05,92.78,0.44,0,2,0.44,-1
3,3,16.39,0.6,453.26,750.92,0.17,1,1,0.67,1
2,1,1.46,-4.06,221.24,451.3,0.54,1,2,0.59,-1
1,0,2.64,0.06,636.2,250.53,0.43,0,1,0.43,-1
2,1,6.75,2.36,818.17,804.83,0.61,1,0,0.3,-1
1,2,16.42,2.29,635.19,627.63,0.99,0,1,0.99,1
0,2,9.91,2.81,773.26,341.58,0.68,0,0,0.68,-1
3,1,3.51,1.3,67.65,572.02,0.43,0,3,0.43,-1
1,1,10.18,-3.48,936.21,408.43,0.26,1,1,0.76,-1
3,1,9.86,-3.17,626.52,275.94,0.43,1,1,0.04,-1
1,2,4.04,-2.97,963.67,385.18,0.95,0,1,0.95,-1
1,0,11.18,-3.31,802.45,524.46,0.34,1,1,0.02,1
2,1,10.15,-3.2,585.11,590.01,0.26,1,1,0.61,-1
3,3,3.93,2.91,794.18,282.03,0.2,1,2,0.36,1
0,3,8.85,0.29,355.22,317.56,0.62,1,0,0.43,-1
2,3,17.37,2.63,845.23,919.77,0.74,1,0,0.3,1
1,2,10.34,-2.09,822.19,649.13,0.55,0,1,0.55,-1
2,3,16.75,2.43,331.23,800.0,0.04,0,2,0.04,1
3,3,9.12,-1.2,512.03,1058.63,0.32,0,3,0.32,1
3,3,17.04,0.92,333.24,251.54,0.86,0,3,0.86,-1
0,0,10.78,-1.58,103.51,538.42,0.12,1,1,0.19,1
0,3,0.14,-3.68,271.82,992.95,0.09,1,0,0.91,-1
3,3,3.85,-2.84,867.66,1145.06,0.47,1,1,0.66,-1
1,1,16.06,-0.5,362.65,628.91,0.1,1,0,0.83,1
0,3,11.38,-4.81,804.18,314.09,0.1,0,0,0.1,1
1,3,6.22,1.49,706.94,125.71,0.06,0,1,0.06,1
1,0,4.92,-3.1,979.39,655.03,0.75,0,1,0.75,-1
1,3,1.58,0.25,312.06,865.96,0.15,1,2,0.82,-1
3,2,1.39,1.95,1105.83,254.66,0.34,0,3,0.34,1
0,2,2.98,0.73,636.72,520.43,0.15,0,0,0.15,1
2,1,2.62,-1.81,379.83,781.85,0.75,0,2,0.75,-1
1,2,2.41,1.78,122.23,293.36,0.42,0,1,0.42,-1
3,0,13.09,-3.91,233.53,660.73,0.66,0,3,0.66,-1
2,2,4.43,-1.13,497.15,817.47,0.16,1,0,0.19,1
1,2,7.09,-0.6,79.55,304.72,0.48,1,1,0.46,-1
2,2,13.84,1.97,1060.05,384.19,0.25,0,2,0.25,1
1,3,9.51,-2.76,465.09,783.03,0.74,0,1,0.74,-1
3,2,9.33,2.44,933.88,1179.09,0.2,1,2,0.1,1
3,2,2.08,-4.5,1052.45,48.14,0.98,0,3,0.98,-1
1,1,5.35,-3.49,369.89,397.36,0.27,1,0,0.98,-1
1,1,12.76,-0.04,201.02,870.0,0.17,1,1,0.35,-1
1,1,13.77,-3.26,42.89,636.01,0.83,1,0,0.33,-1
0,3,2.0,-2.33,636.77,366.05,0.12,0,0,0.12,1
3,0,2.68,-0.11,845.06,670.39,0.05,1,1,0.76,-1
0,3,6.19,-2.6,1135.97,893.12,0.82,0,0,0.82,-1
3,0,13.58,1.11,246.81,280.08,0.63,0,3,0.63,-1
0,2,16.57,-0.28,586.41,293.76,0.2,1,2,0.28,1
3,3,14.36,-1.81,533.97,815.03,0.22,0,3,0.22,1
0,3,12.18,2.13,603.92,91.46,0.65,1,0,0.98,-1
1,1,13.12,-1.68,126.41,871.16,0.93,1,1,0.85,-1
1,1,9.59,-2.05,368.33,1178.18,0.42,0,1,0.42,-1
2,1,9.96,-2.31,470.89,911.01,0.05,0,2,0.05,1
0,0,17.11,-4.2,102.68,1040.26,0.95,1,0,0.72,-1
3,3,8.28,-2.63,1047.04,921.54,0.05,1,1,0.87,1
3,0,15.1,-2.74,741.09,757.31,0.75,0,3,0.75,-1
3,1,1.35,-3.25,1037.54,700.19,0.75,1,1,0.7,-1
2,3,17.51,-1.04,877.32,752.76,0.8,0,2,0.8,-1
3,0,14.18,-3.27,131.46,475.16,0.28,1,2,0.84,-1
1,1,1.34,-3.32,584.44,227.9,0.56,0,1,0.56,-1
3,2,7.49,1.64,269.38,1198.34,0.46,0,3,0.46,-1
3,0,7.24,-2.65,676.62,897.69,0.11,1,0,0.6,-1
2,1,13.14,2.07,842.01,1048.54,0.94,0,2,0.94,1
2,0,13.02,-0.1,698.51,1011.13,0.11,0,2,0.11,1
0,2,1.27,0.88,99.38,366.65,0.49,1,0,0.39,-1
3,1,4.2,-0.36,222.52,591.94,0.61,1,2,0.76,-1
3,3,9.82,-4.79,504.52,560.88,0.05,1,1,0.25,1
3,0,8.24,-4.4,581.71,585.9,0.72,1,0,0.57,-1
1,0,4.98,-1.46,132.9,44.11,0.41,1,1,0.25,-1
3,3,16.39,2.65,430.9,598.17,0.27,0,3,0.27,1
3,3,12.28,-0.71,563.35,802.93,0.74,0,3,0.74,-1
3,3,13.73,-4.78,867.92,302.64,0.78,0,3,0.78,-1
1,2,15.86,0.55,885.72,1043.69,0.88,0,1,0.88,-1
2,0,9.32,-4.64,790.74,128.8,0.37,0,2,0.37,-1
2,3,16.25,-0.24,624.37,1005.4,0.42,1,0,0.85,-1
3,1,13.14,-3.58,523.18,759.97,0.79,1,1,0.97,-1
0,2,7.73,-0.29,1093.91,26.95,0.88,0,0,0.88,-1
0,2,17.26,2.5,326.82,132.61,0.86,0,0,0.86,1
1,2,6.18,-3.11,613.84,444.37,0.59,0,1,0.59,-1
3,1,17.04,-4.97,599.02,821.58,0.14,0,3,0.14,1
1,1,1.85,2.28,857.66,1110.43,0.84,1,1,0.86,-1
3,0,15.91,-1.64,826.82,25.72,0.91,0,3,0.91,-1
2,1,14.14,-2.12,485.02,351.81,0.24,1,1,0.88,-1
2,2,16.21,1.86,356.92,952.51,0.98,0,2,0.98,-1
0,2,16.13,1.15,643.98,713.11,0.72,0,0,0.72,-1
0,0,6.15,2.49,361.65,636.72,0.35,0,0,0.35,1
2,3,12.65,-3.57,757.86,663.1,0.38,1,2,0.64,-1
0,1,0.47,0.58,285.8,1139.88,0.93,0,0,0.93,-1
3,0,11.5,1.29,889.47,1173.15,0.74,1,0,0.14,-1
2,1,3.24,0.93,465.31,28.68,0.35,1,0,0.86,-1
3,2,12.56,-1.07,467.71,773.65,0.08,1,0,0.41,-1
0,3,10.23,2.11,310.1,1007.04,0.22,1,2,0.6,1
1,2,16.28,-2.18,348.46,1043.42,0.55,1,0,0.28,1
3,0,7.86,1.0,751.17,22.81,0.7,1,1,0.65,-1
2,2,11.47,-1.82,1090.3,333.84,0.16,0,2,0.16,1
3,3,14.0,2.13,451.51,524.94,0.27,0,3,0.27,1
2,1,16.31,-4.92,688.6,119.35,0.14,1,2,0.58,1
0,0,13.29,0.94,735.18,491.43,0.23,0,0,0.23,1
3,2,1.31,0.33,552.79,980.0,0.81,0,3,0.81,-1
1,1,12.04,-4.48,448.79,379.74,0.43,1,0,0.25,-1
1,0,8.9,1.08,982.79,966.82,0.15,1,2,0.7,-1
2,3,13.5,-0.27,1023.13,387.93,0.91,1,2,0.47,-1
1,2,3.55,-2.35,985.87,1102.27,0.87,0,1,0.87,-1
2,0,2.31,1.61,317.59,255.33,0.79,0,2,0.79,-1
3,3,2.39,-3.49,280.46,587.01,0.56,1,2,0.58,-1
0,2,11.19,-0.9,1184.33,505.4,0.95,0,0,0.95,-1
0,3,15.48,1.09,705.75,632.6,0.38,0,0,0.38,-1
2,3,13.16,1.36,519.26,798.02,0.12,1,0,0.24,1
1,1,6.91,-1.43,1187.11,1058.13,0.69,0,1,0.69,1
2,0,13.19,-4.76,1149.08,1142.95,0.46,0,2,0.46,1
0,0,9.14,-0.64,713.39,1090.67,0.07,0,0,0.07,1
1,0,14.95,2.72,36.71,234.26,0.98,0,1,0.98,-1
3,0,4.82,-1.69,1090.87,717.92,0.58,1,1,0.78,-1
3,2,17.75,-4.67,1107.84,291.32,0.79,1,0,0.76,1
0,0,12.38,-4.54,449.31,822.82,0.13,1,2,0.89,-1
0,0,0.14,-2.04,1032.38,140.98,0.94,1,0,0.86,-1
2,3,6.79,-1.41,1146.04,261.3,0.1,0,2,0.1,1
0,2,10.74,-3.68,563.06,668.86,0.46,1,1,0.39,-1
0,0,5.57,-4.53,25.78,613.46,0.55,1,1,0.64,-1
3,0,14.21,-3.46,666.09,263.23,0.58,0,3,0.58,-1
1,1,2.02,-2.26,450.72,579.0,0.17,1,2,0.31,-1
1,2,10.6,-4.64,231.18,220.53,0.37,1,2,0.26,1
3,0,6.89,0.55,525.09,424.43,0.72,0,3,0.72,-1
0,0,10.02,2.49,301.88,490.51,0.19,1,2,0.47,1
2,3,4.48,-0.81,628.61,608.13,0.13,1,1,0.48,-1
1,3,6.91,1.59,1111.19,849.73,0.95,0,1,0.95,-1
2,0,9.61,1.05,367.78,981.82,0.15,0,2,0.15,1
2,0,8.67,-4.19,1125.88,114.07,0.59,0,2,0.59,-1
1,2,11.72,-0.48,991.36,1018.94,0.98,0,1,0.98,-1
2,0,0.31,-1.15,1103.87,830.96,0.61,1,2,0.64,-1
3,2,4.4,-3.5,1151.46,337.81,0.47,1,2,0.01,1
2,0,7.63,-2.77,916.09,855.13,0.14,1,2,0.43,-1
2,2,11.39,0.0,951.84,902.71,0.4,1,1,0.2,-1
0,1,15.84,-0.6,211.88,1098.45,0.69,0,0,0.69,-1
3,0,17.18,-2.05,289.85,553.26,0.24,1,2,0.54,1
3,2,2.83,-0.94,796.99,1149.76,0.08,1,1,0.83,-1
1,2,11.42,-4.46,986.9,1095.04,0.26,0,1,0.26,1
3,2,7.46,-3.41,1053.59,136.05,0.56,0,3,0.56,-1
0,0,9.23,-4.89,1059.19,476.51,0.28,1,1,0.63,1
2,3,3.11,1.02,26.27,1097.06,0.78,1,1,0.67,-1
2,0,12.46,-3.17,958.07,225.07,0.34,0,2,0.34,-1
2,0,14.74,1.67,753.09,300.98,0.78,1,2,0.99,-1
3,0,17.08,2.86,242.75,622.37,0.94,1,2,0.97,1
1,3,16.64,-2.32,320.99,567.76,0.4,0,1,0.4,-1
2,3,16.72,-2.05,995.94,1060.86,0.53,0,2,0.53,1
3,0,16.28,2.15,1146.96,698.22,0.7,1,2,0.31,1
1,3,1.27,-0.04,1028.08,241.78,0.09,0,1,0.09,1
0,1,5.46,-2.5,477.01,575.49,0.55,1,0,0.22,-1
1,2,16.16,-1.05,868.72,591.59,0.16,1,0,0.58,1
0,1,13.84,-0.37,233.73,71.49,0.81,0,0,0.81,-1
0,1,15.05,1.91,35.22,835.5,0.1,1,0,0.53,-1
3,2,17.32,2.81,144.47,795.89,0.76,0,3,0.76,1
0,0,12.21,1.59,194.62,279.43,0.38,0,0,0.38,-1
3,1,3.17,-1.7,347.59,135.43,0.17,0,3,0.17,1
2,1,12.57,0.03,74.97,1053.67,0.91,1,2,0.87,-1
3,2,9.27,-3.56,35.95,305.19,0.81,0,3,0.81,-1
2,1,2.15,-0.22,462.28,1003.45,0.45,0,2,0.45,-1
2,1,2.48,2.22,660.04,469.05,0.75,1,0,0.68,-1
0,2,1.9,1.44,523.17,254.9,0.47,1,1,0.55,-1
0,2,6.74,-4.85,938.89,467.31,0.79,1,0,0.45,-1
2,2,5.39,-4.69,308.31,176.96,0.85,1,0,0.52,-1
1,3,12.04,-3.12,954.28,851.71,0.81,1,2,0.36,-1
1,2,6.02,2.83,369.77,615.82,0.74,1,2,0.86,-1
0,3,3.85,-4.18,286.84,1059.83,0.18,1,0,0.24,1
1,0,8.83,-1.7,1141.21,1110.04,0.17,0,1,0.17,1
2,1,8.5,-0.96,336.32,680.25,0.67,0,2,0.67,-1
3,3,2.14,-0.14,597.37,1026.27,0.05,1,2,0.53,-1
1,2,8.3,-4.43,388.27,553.75,0.11,1,1,0.89,-1
2,3,4.2,-1.93,206.64,377.95,0.32,1,1,0.54,-1
1,2,0.29,-2.29,412.37,694.95,0.13,0,1,0.13,1
0,0,1.11,-2.42,961.15,210.31,0.33,0,0,0.33,-1
2,1,8.72,-4.81,460.09,1065.97,0.87,1,1,0.47,-1
1,3,1.41,-0.62,439.39,668.44,0.8,0,1,0.8,-1
3,3,8.61,-3.9,383.42,305.85,0.34,1,1,0.04,1
3,2,6.18,-0.37,745.66,385.91,0.69,0,3,0.69,-1
2,2,13.4,-0.49,84.64,720.1,0.29,0,2,0.29,1
1,0,7.88,-1.86,681.92,335.25,0.22,1,2,0.77,-1
3,2,13.32,0.36,653.62,245.66,0.5,0,3,0.5,-1
2,2,3.82,2.99,507.11,1184.19,0.12,0,2,0.12,1
3,2,0.51,-4.92,441.89,314.95,0.2,1,2,0.34,-1
3,3,8.49,0.4,1040.25,250.57,0.72,1,1,0.31,-1
1,1,5.12,-0.22,1007.63,226.23,0.93,1,1,0.14,1
2,0,4.78,-2.11,913.43,1174.77,0.58,0,2,0.58,-1
1,1,17.39,0.73,657.45,399.7,0.24,0,1,0.24,1
0,3,12.01,0.39,432.82,82.33,0.08,0,0,0.08,1
0,2,12.16,1.06,68.28,1029.77,0.97,0,0,0.97,-1
1,0,0.88,-3.46,385.41,1033.29,0.39,0,1,0.39,1
3,1,6.92,2.07,382.27,529.15,0.66,0,3,0.66,-1
3,1,6.48,1.27,735.27,1063.28,0.66,0,3,0.66,-1
2,0,14.33,-2.84,680.46,1025.18,0.93,1,2,0.11,-1
1,2,12.05,-1.59,816.68,1195.98,0.54,0,1,0.54,-1
1,3,1.44,-1.41,1114.04,1019.97,0.83,0,1,0.83,1
3,0,14.84,-2.84,391.18,717.56,0.5,1,0,0.83,-1
3,2,13.03,-0.52,357.38,452.96,0.47,1,1,0.18,-1
0,1,2.33,0.51,1182.3,306.75,0.99,1,0,0.62,-1
1,1,0.7,1.34,630.24,954.83,0.64,0,1,0.64,-1
3,0,13.4,-1.73,532.68,882.45,0.95,1,0,0.95,-1
3,1,8.29,0.48,1069.17,747.27,0.92,0,3,0.92,-1
1,1,0.77,-0.83,1156.09,1165.52,0.4,1,2,0.03,1
0,3,11.72,-2.48,321.4,897.86,0.72,0,0,0.72,-1
1,0,12.79,-2.56,84.77,826.79,0.94,1,0,0.08,-1
2,2,8.65,1.64,496.17,943.81,0.74,0,2,0.74,-1
1,1,4.04,-1.21,452.27,586.79,0.48,0,1,0.48,-1
3,3,11.51,-0.71,852.54,511.4,0.08,0,3,0.08,1
0,2,17.18,-0.9,47.98,852.08,0.71,0,0,0.71,-1
3,2,13.61,0.87,736.94,77.61,0.86,0,3,0.86,-1
2,0,0.09,0.29,1083.39,460.53,0.77,0,2,0.77,-1
3,3,13.68,2.87,940.56,398.45,0.52,0,3,0.52,-1
1,1,1.66,0.42,1027.15,1019.36,0.18,1,1,0.13,1
2,3,9.31,-1.9,872.17,33.99,0.95,0,2,0.95,-1
2,2,3.57,-1.74,719.31,1000.07,0.26,0,2,0.26,1
2,1,7.81,1.59,976.99,320.21,0.04,1,0,0.28,1
1,1,0.16,-4.96,486.36,39.1,0.49,0,1,0.49,-1
2,0,15.84,-0.01,596.11,1177.28,0.47,1,0,0.45,-1
1,1,8.59,1.68,478.41,259.14,0.98,0,1,0.98,-1
0,2,0.33,0.25,71.16,111.9,0.43,1,2,0.97,-1
2,1,0.71,-2.81,1089.76,894.03,0.98,0,2,0.98,-1
3,1,13.53,-2.07,92.08,122.24,0.07,0,3,0.07,1
1,1,9.49,0.47,1046.63,110.73,0.91,1,1,0.11,1
0,0,3.75,2.01,357.05,67.65,0.02,0,0,0.02,1
2,3,16.28,0.78,757.09,391.71,0.5,1,0,0.0,1
0,3,15.71,2.33,534.7,843.32,0.07,0,0,0.07,1
0,0,4.88,-1.1,939.76,647.43,0.25,0,0,0.25,1
0,1,15.0,2.46,547.84,458.13,0.42,1,0,0.92,-1
2,1,8.29,-2.89,1130.1,631.26,0.66,1,1,0.58,-1
0,3,10.01,-3.49,880.87,703.97,0.69,0,0,0.69,-1
3,3,7.32,-2.18,393.74,556.41,0.05,0,3,0.05,1
3,1,10.25,-1.44,727.84,935.02,0.08,0,3,0.08,1
1,0,0.56,-0.19,576.57,743.16,0.3,0,1,0.3,-1
0,3,4.44,1.86,833.65,697.6,0.55,1,2,0.54,-1
1,3,17.35,-2.7,720.87,1145.75,0.17,1,1,0.68,1
3,0,3.0,-2.52,348.34,196.8,0.14,1,2,0.77,-1
1,1,12.65,-4.13,916.69,1134.76,0.22,0,1,0.22,1
1,0,13.93,1.99,783.51,1033.06,0.06,0,1,0.06,1
3,2,4.17,2.36,916.2,487.28,0.53,1,1,0.41,-1
0,2,10.07,-1.81,563.27,1146.23,0.53,1,1,0.7,-1
0,0,5.33,2.24,330.65,756.48,0.69,1,2,0.71,-1
3,3,7.38,-0.44,835.32,772.48,0.95,1,1,0.9,-1
2,2,10.58,-4.56,335.75,176.53,0.98,1,2,0.46,-1
3,2,12.27,-0.38,40.85,617.91,0.73,0,3,0.73,-1
1,2,12.69,-0.92,275.33,739.33,0.35,0,1,0.35,-1
3,1,13.72,-0.74,585.8,608.56,0.44,1,1,0.71,-1
0,0,14.54,-4.28,598.26,804.68,0.32,0,0,0.32,-1
2,2,7.56,1.73,1162.6,136.01,0.88,0,2,0.88,-1
0,2,7.91,-1.7,554.09,1190.97,0.96,1,1,0.16,-1
3,1,9.14,-3.71,508.68,121.95,0.72,0,3,0.72,-1
0,3,5.08,-2.38,95.93,160.77,0.34,1,1,0.38,-1
3,3,7.28,-4.44,526.05,1023.74,0.72,0,3,0.72,-1
2,2,13.64,-0.63,428.57,282.26,0.34,1,0,0.44,-1
2,3,9.29,-1.9,699.94,934.64,0.95,0,2,0.95,-1
2,3,7.83,-3.53,105.24,730.2,0.55,0,2,0.55,-1
2,2,0.55,2.74,812.08,1115.16,0.75,0,2,0.75,1
2,3,7.19,0.98,48.89,919.28,0.22,1,2,0.66,-1
3,2,9.49,-4.27,1149.8,190.06,0.32,0,3,0.32,1
0,1,13.84,2.87,1035.04,128.54,0.09,1,2,0.22,1
2,1,15.79,-2.02,544.23,885.21,0.86,0,2,0.86,-1
3,3,11.51,-4.61,829.28,810.62,0.43,1,0,0.12,-1
3,3,15.8,-2.91,893.12,168.17,0.09,1,1,0.43,-1
2,3,11.06,2.51,1142.16,678.65,0.8,0,2,0.8,1
3,3,3.18,-2.6,37.61,111.66,0.67,1,0,0.2,-1
1,0,13.32,-2.2,515.36,44.27,0.55,0,1,0.55,-1
3,1,0.87,-4.83,313.63,598.68,0.5,0,3,0.5,-1
1,1,6.04,-2.25,798.91,332.33,0.3,0,1,0.3,-1
3,1,13.45,-2.35,824.43,837.65,0.82,1,1,0.63,-1
1,0,15.88,2.67,564.15,587.32,0.79,0,1,0.79,-1
2,2,16.53,2.76,797.2,498.01,0.46,1,1,0.15,1
1,3,4.15,-2.56,551.24,612.14,0.78,0,1,0.78,-1
2,3,11.16,-0.4,460.12,50.76,0.3,0,2,0.3,-1
3,0,11.3,-2.41,670.04,633.74,0.44,0,3,0.44,-1
3,2,16.64,1.89,850.26,314.4,0.57,0,3,0.57,-1
1,2,16.33,1.41,152.01,624.19,0.94,0,1,0.94,-1
3,2,15.77,0.51,839.19,700.44,0.32,0,3,0.32,-1
2,2,10.93,0.87,428.15,93.5,0.95,1,1,0.24,-1
2,2,2.84,1.75,398.9,1189.31,0.8,0,2,0.8,-1
3,2,9.79,-1.1,77.25,796.77,0.29,0,3,0.29,1
0,3,0.9,1.59,631.98,304.03,0.53,1,1,0.98,-1
1,1,17.25,0.19,759.0,655.81,0.3,1,2,0.21,1
