S_type,E_type,S_speed,S_acc,D1,D2,Rs,B,F_type,Rf,Result
3,0,1.58,-2.48,303.41,281.96,0.05,1,1,0.63,1
0,1,15.18,-0.17,246.99,962.04,0.45,1,2,0.01,1
2,0,4.38,1.41,807.44,970.97,0.66,0,2,0.66,-1
2,2,17.28,-2.93,248.76,430.72,0.84,1,0,0.47,1
2,3,1.32,-2.52,1018.65,1155.74,0.66,0,2,0.66,1
1,1,16.27,1.57,1095.61,77.59,0.52,0,1,0.52,1
1,0,0.76,0.37,97.02,1063.94,0.14,1,1,0.35,1
0,1,11.27,-2.73,1130.44,896.57,0.36,0,0,0.36,1
3,2,6.51,-3.71,620.65,409.29,0.83,0,3,0.83,-1
0,1,3.27,2.55,1115.43,54.31,0.31,1,1,0.37,1
0,1,17.64,-3.99,1094.19,808.37,0.69,0,0,0.69,1
1,2,4.44,-4.7,1086.55,225.44,0.79,0,1,0.79,1
1,1,3.32,-0.62,1167.85,136.25,0.23,1,2,0.22,1
0,3,5.53,0.68,759.8,1156.87,0.57,0,0,0.57,1
2,2,7.64,-0.61,154.97,528.82,0.84,0,2,0.84,-1
3,3,6.41,-3.32,925.07,531.18,0.02,0,3,0.02,1
2,1,1.02,0.24,503.16,361.14,0.13,1,2,0.78,1
2,0,7.36,0.12,922.45,464.16,0.0,0,2,0.0,1
3,1,2.41,-3.54,944.53,1124.98,0.97,1,1,0.98,-1
3,3,11.9,-1.71,485.34,388.24,0.16,1,1,0.41,1
1,1,16.81,-0.14,72.14,975.89,0.95,1,1,0.1,1
2,2,8.69,-4.91,865.41,659.55,0.3,0,2,0.3,1
3,0,11.99,2.85,1140.9,659.41,0.43,1,1,0.72,1
3,1,11.18,-2.11,964.29,663.54,0.03,0,3,0.03,1
0,2,15.02,2.3,888.19,248.76,0.51,0,0,0.51,1
1,1,17.9,-0.01,1122.39,433.75,0.33,0,1,0.33,1
1,3,13.26,0.67,148.73,512.04,0.74,1,0,0.74,-1
0,3,10.97,1.17,614.84,461.73,0.22,1,0,0.16,1
0,1,9.44,-4.71,929.55,141.85,0.59,0,0,0.59,-1
1,0,15.45,-3.5,847.46,496.89,0.27,1,0,0.76,1
2,3,5.6,2.47,757.99,287.28,0.86,0,2,0.86,1
2,0,11.81,-1.82,55.43,479.09,0.84,0,2,0.84,-1
1,1,7.77,0.67,92.61,468.0,0.34,1,1,0.44,1
0,1,5.5,-2.74,31.37,1173.98,0.02,1,1,0.61,1
1,0,12.35,1.86,605.29,819.18,0.45,0,1,0.45,-1
0,3,10.35,0.45,450.62,664.3,0.36,1,2,0.06,1
2,3,12.82,0.63,905.77,1178.11,0.15,1,2,0.46,1
1,3,2.67,-4.24,629.5,175.18,0.06,1,2,0.92,1
2,2,1.74,-2.56,1104.28,324.38,0.57,0,2,0.57,1
1,0,7.39,0.8,609.34,1175.22,0.06,1,0,0.5,1
2,0,12.42,2.83,222.78,680.82,0.96,1,2,0.7,1
3,1,1.72,0.29,112.45,153.28,0.42,1,1,0.88,-1
0,1,6.69,-0.39,939.25,466.42,0.75,1,0,0.23,1
3,1,9.16,-4.63,771.32,822.76,0.1,1,1,0.37,1
0,1,7.16,2.55,801.13,499.62,0.41,0,0,0.41,1
1,2,15.75,-4.14,391.8,325.29,0.18,0,1,0.18,1
2,3,17.76,-2.76,979.0,56.47,0.32,1,1,0.39,1
1,3,16.96,1.14,919.97,243.62,0.72,1,2,0.0,1
0,0,12.5,1.54,819.59,199.52,0.23,0,0,0.23,1
3,0,6.53,-3.41,357.79,250.14,0.43,1,0,0.06,1
2,3,13.78,-0.71,465.21,585.53,0.99,1,0,0.98,-1
3,1,10.23,-4.59,972.29,966.9,0.59,0,3,0.59,-1
3,3,17.72,1.19,613.13,608.57,0.92,1,2,0.7,1
1,0,4.07,-2.13,902.11,178.87,0.51,0,1,0.51,-1
2,2,2.28,-0.37,466.18,175.58,0.0,1,1,0.7,1
1,3,5.16,2.49,1047.21,879.92,0.28,0,1,0.28,1
3,0,13.48,0.26,1055.67,1085.49,0.75,1,0,0.56,1
1,3,4.59,2.9,538.33,973.4,0.11,0,1,0.11,1
2,0,4.15,2.73,396.55,686.12,0.18,0,2,0.18,1
2,2,11.44,0.64,416.65,1123.74,0.97,1,1,0.37,-1
2,0,1.74,-2.25,396.25,83.63,0.22,1,1,0.41,1
2,2,17.72,-3.89,109.78,236.02,0.26,0,2,0.26,1
2,0,7.05,2.72,1106.18,683.12,0.71,0,2,0.71,1
1,1,15.89,-4.76,276.35,859.58,0.98,1,0,0.03,1
0,3,1.24,-0.62,666.8,118.09,0.11,0,0,0.11,1
2,2,12.4,-1.33,583.36,736.84,0.53,0,2,0.53,-1
3,3,9.8,-2.1,1194.2,276.89,0.69,0,3,0.69,1
0,3,13.24,-1.17,422.4,187.81,0.93,1,2,0.83,-1
2,0,4.44,-3.56,633.31,70.77,0.71,0,2,0.71,-1
0,2,1.77,1.94,925.9,84.58,0.26,0,0,0.26,1
1,0,3.18,0.32,865.42,1018.79,0.84,1,2,0.37,-1
0,1,3.57,-3.14,149.08,1192.68,0.06,1,0,0.32,1
2,0,7.48,-3.59,942.34,436.39,0.03,0,2,0.03,1
2,1,3.16,2.82,540.49,661.32,0.32,0,2,0.32,1
1,3,5.97,-3.11,852.48,357.15,0.81,1,2,0.18,1
3,3,10.01,2.73,659.26,35.72,0.89,1,1,0.91,1
1,2,17.7,1.75,129.26,398.63,0.1,1,2,0.23,1
1,0,9.34,-4.02,374.77,514.65,0.37,0,1,0.37,1
2,0,12.91,-4.02,109.11,894.36,0.81,1,1,0.58,-1
3,3,7.9,-1.16,1142.38,955.61,0.43,0,3,0.43,1
2,0,10.39,1.76,1087.35,767.82,0.6,1,2,0.26,1
3,2,3.12,0.67,130.46,709.97,0.55,1,1,1.0,-1
2,2,2.06,2.07,1066.97,757.23,0.84,0,2,0.84,1
1,1,3.84,1.27,556.76,1161.1,0.94,1,0,0.25,1
0,1,8.39,-0.95,646.04,433.62,0.86,0,0,0.86,-1
0,1,1.96,1.32,762.46,584.19,0.77,1,1,0.72,-1
1,2,5.92,-3.47,987.88,1011.42,0.11,0,1,0.11,1
2,1,5.47,2.24,305.64,170.61,0.29,1,0,0.66,1
3,3,16.49,1.49,737.75,628.59,0.9,0,3,0.9,1
1,2,2.23,-1.5,1065.46,375.22,0.15,1,2,0.25,1
1,2,3.62,-1.33,357.17,22.16,0.61,0,1,0.61,-1
3,1,15.89,-2.96,269.89,1161.01,0.9,0,3,0.9,1
1,0,1.93,-3.02,327.26,411.9,0.03,0,1,0.03,1
2,3,14.32,-4.13,1091.38,1179.07,0.55,1,2,0.2,1
0,2,4.97,-4.79,896.94,494.7,0.31,1,2,0.91,1
3,1,17.39,2.89,993.63,259.59,0.12,0,3,0.12,1
2,1,8.93,0.45,866.31,468.21,0.63,0,2,0.63,-1
3,3,7.22,-1.94,672.87,139.41,0.91,0,3,0.91,-1
2,0,2.79,-0.02,505.39,158.79,0.29,1,2,0.4,1
1,0,8.39,0.3,538.98,205.47,0.09,0,1,0.09,1
3,1,11.2,-1.53,468.55,606.51,0.99,0,3,0.99,-1
0,3,3.08,-0.56,63.01,506.21,0.25,1,1,0.83,1
1,0,1.95,-3.26,308.81,178.61,0.91,0,1,0.91,-1
2,1,1.34,2.75,1184.61,324.23,0.25,1,1,0.7,1
2,3,4.49,-2.1,708.07,364.36,0.45,0,2,0.45,-1
1,0,9.12,2.7,139.43,679.94,0.25,0,1,0.25,1
1,3,0.26,-1.75,566.8,355.6,0.57,0,1,0.57,-1
2,3,17.6,-2.88,1023.6,98.74,0.22,0,2,0.22,1
1,3,0.86,0.01,68.49,676.82,0.57,0,1,0.57,-1
1,0,6.22,-3.85,311.49,965.16,0.82,1,1,0.22,1
0,2,14.49,1.67,373.26,233.19,0.44,0,0,0.44,-1
2,0,8.87,-3.89,157.47,230.45,0.09,0,2,0.09,1
3,0,10.49,-0.41,587.46,271.17,0.41,0,3,0.41,-1
2,2,0.84,-0.7,678.98,1055.96,0.11,1,0,0.1,1
2,2,9.98,-3.7,547.0,886.21,0.08,0,2,0.08,1
3,3,15.87,1.41,209.41,1039.63,0.19,1,2,0.53,1
1,1,8.31,-1.5,922.41,357.93,0.33,1,2,0.11,1
3,2,16.32,0.86,1130.55,52.38,0.89,1,0,0.07,1
2,0,8.84,-1.33,633.86,767.06,0.86,1,2,0.63,-1
0,0,6.52,2.94,596.98,699.04,0.77,1,0,0.84,1
1,3,12.05,-4.53,1180.86,1020.92,0.98,1,2,0.55,1
1,2,3.76,0.88,825.79,286.07,0.57,0,1,0.57,-1
3,0,2.55,-0.75,217.08,730.13,0.99,0,3,0.99,-1
3,1,17.5,-0.21,423.83,866.09,0.01,1,0,0.85,1
2,0,6.1,1.07,427.63,295.85,0.48,1,0,0.38,-1
3,0,12.09,2.65,714.28,733.39,0.26,1,0,0.43,1
2,1,7.02,1.65,184.44,683.42,0.57,1,2,0.93,-1
3,0,14.3,-3.4,412.7,1144.43,0.56,1,0,0.34,-1
0,0,4.65,1.3,707.81,534.19,0.6,1,1,0.58,-1
3,0,4.8,-3.56,633.18,743.92,0.45,0,3,0.45,-1
3,3,14.97,0.05,722.78,892.18,0.54,0,3,0.54,-1
2,3,1.71,2.4,931.89,248.47,0.25,1,1,0.16,1
3,1,2.74,-2.74,839.72,282.12,0.24,1,1,0.67,1
3,1,4.36,-3.06,788.99,511.0,0.53,0,3,0.53,-1
3,3,4.64,-2.8,69.99,855.35,0.73,0,3,0.73,-1
1,3,7.58,-4.6,682.81,561.09,0.43,1,1,0.47,-1
2,3,1.49,-4.44,461.4,37.31,0.6,0,2,0.6,-1
2,2,13.58,-4.19,910.72,986.87,0.09,1,1,0.84,1
3,3,4.09,-4.02,116.27,311.15,0.86,1,1,0.23,1
1,2,16.93,1.98,509.14,735.44,0.41,0,1,0.41,1
2,1,9.82,2.32,367.22,528.6,0.74,0,2,0.74,1
0,2,16.42,-0.92,105.67,24.15,0.22,1,1,0.36,1
3,2,17.1,2.87,780.34,951.73,0.5,0,3,0.5,1
1,0,5.16,-3.56,702.55,39.32,0.15,0,1,0.15,1
0,2,7.1,-1.45,1044.45,160.36,0.46,0,0,0.46,1
3,0,3.14,1.97,999.44,638.32,0.82,1,1,0.13,1
3,0,13.31,-4.27,860.03,902.31,0.96,0,3,0.96,-1
3,2,16.62,-2.15,994.1,172.08,0.29,1,0,0.85,1
2,2,4.23,-2.86,343.2,743.58,0.42,0,2,0.42,-1
0,3,6.77,0.92,515.38,24.25,0.74,0,0,0.74,-1
1,0,7.6,-4.32,597.18,514.39,0.37,1,0,0.35,1
1,1,16.51,-4.97,142.37,93.7,1.0,0,1,1.0,1
2,3,5.4,-2.46,1120.79,656.14,0.69,0,2,0.69,1
0,3,2.9,1.97,767.09,160.31,0.82,0,0,0.82,-1
1,1,17.92,-4.08,726.62,97.9,0.21,1,2,0.54,1
1,1,11.95,-1.29,65.37,673.92,0.55,0,1,0.55,-1
1,0,11.94,-4.31,653.66,551.2,0.71,1,2,0.47,-1
3,0,8.87,-3.9,943.08,258.52,0.01,1,0,0.37,1
2,2,0.02,-4.28,153.53,1048.65,0.56,1,1,0.09,1
2,0,2.67,-4.31,1084.43,27.8,0.38,0,2,0.38,1
3,2,1.03,1.57,598.84,602.42,0.13,1,1,1.0,1
3,3,2.17,-2.26,531.19,30.21,0.36,0,3,0.36,1
0,3,6.07,-4.91,854.4,779.8,0.7,0,0,0.7,-1
1,2,1.14,-1.23,1126.11,635.87,0.84,1,0,0.13,1
3,0,4.68,2.52,476.08,223.13,0.28,1,0,0.96,1
0,2,8.28,0.86,437.67,414.83,0.47,0,0,0.47,-1
3,0,6.51,1.4,603.02,266.2,0.37,0,3,0.37,1
1,1,7.36,-2.96,110.73,828.19,0.28,0,1,0.28,1
3,0,10.27,2.88,858.93,318.92,0.66,0,3,0.66,1
2,1,17.93,-4.18,334.95,115.0,0.69,1,2,0.9,1
1,2,5.06,-4.37,360.51,1176.66,0.88,1,1,0.5,-1
2,3,2.21,2.73,72.28,1017.18,0.93,0,2,0.93,1
1,3,14.05,-1.47,982.0,927.59,0.88,0,1,0.88,-1
0,1,7.5,-4.93,419.23,841.93,0.05,1,2,0.96,1
2,0,3.12,-3.15,853.49,921.15,0.6,0,2,0.6,-1
1,3,1.18,-3.83,949.13,883.16,0.28,1,2,0.17,1
1,3,12.9,-2.2,1082.59,1179.0,0.94,0,1,0.94,1
1,3,5.42,-1.17,28.21,1152.72,0.64,1,1,0.24,1
1,3,9.77,-4.24,920.85,478.48,0.79,1,0,0.2,1
2,2,17.6,1.09,211.8,51.54,0.88,1,0,0.4,1
3,3,13.96,-2.2,1068.04,1145.5,0.68,1,1,0.12,1
3,1,4.79,2.23,205.57,582.71,0.5,0,3,0.5,1
1,0,0.46,1.56,727.21,890.18,0.41,1,0,0.68,-1
1,1,6.65,-0.61,472.27,659.76,0.66,0,1,0.66,-1
3,2,9.13,1.88,385.96,590.07,0.47,1,1,0.9,-1
2,3,0.28,-4.19,663.16,875.66,0.94,0,2,0.94,-1
0,2,0.69,1.41,969.54,516.65,0.94,0,0,0.94,-1
3,1,16.58,-3.33,684.05,719.79,0.53,0,3,0.53,1
1,0,13.72,-4.32,1034.57,447.07,0.99,1,1,0.5,1
2,1,9.89,-4.26,748.79,73.73,0.19,1,2,0.45,1
1,2,12.74,3.0,1103.38,1031.23,0.16,0,1,0.16,1
0,3,16.35,-3.14,741.62,322.87,0.14,0,0,0.14,1
1,0,0.43,-4.59,383.58,1187.64,0.81,0,1,0.81,1
3,3,13.51,2.1,817.78,1178.42,0.74,0,3,0.74,1
1,3,6.42,-4.95,90.15,229.3,0.64,1,2,0.42,-1
0,3,10.59,-3.42,505.76,1037.57,0.12,0,0,0.12,1
0,0,14.81,-2.04,295.06,370.93,0.3,0,0,0.3,1
0,0,6.06,0.69,174.6,484.96,0.16,0,0,0.16,1
1,0,11.08,2.75,456.5,533.42,0.97,1,2,0.85,1
1,3,5.68,-3.84,99.91,844.87,0.22,0,1,0.22,1
1,2,11.43,-0.71,308.18,832.54,0.23,1,0,0.89,1
0,0,11.49,0.38,917.77,660.45,0.56,0,0,0.56,-1
1,0,11.77,0.21,470.07,54.86,0.52,1,2,0.62,-1
1,2,12.03,-3.28,901.66,166.36,0.92,1,0,0.7,-1
3,2,13.08,-4.44,81.24,122.22,0.6,0,3,0.6,-1
2,0,17.19,2.93,636.41,157.76,0.28,1,2,0.04,1
3,0,14.81,2.41,779.55,613.67,0.84,1,2,0.81,1
3,1,4.65,2.41,1164.77,535.79,0.85,1,2,0.19,1
0,1,13.63,-1.65,104.75,156.05,0.88,0,0,0.88,-1
3,3,13.54,2.07,94.53,909.08,0.31,0,3,0.31,1
0,1,0.67,-2.43,412.67,365.19,0.44,0,0,0.44,-1
2,2,5.03,-3.16,1004.45,694.49,0.07,1,0,0.07,1
0,1,11.63,-1.54,558.54,890.11,0.25,0,0,0.25,1
1,2,8.93,-4.98,872.58,480.17,0.73,0,1,0.73,-1
1,0,8.32,1.33,637.6,792.02,0.4,0,1,0.4,-1
1,0,8.18,-4.79,1093.27,145.79,0.72,0,1,0.72,1
3,1,5.39,2.67,1127.54,441.27,0.63,1,2,0.04,1
2,1,9.09,0.58,1104.54,314.71,0.89,0,2,0.89,1
2,3,8.36,0.35,87.32,444.11,0.44,0,2,0.44,-1
2,2,3.9,-2.5,1079.76,910.17,0.04,1,0,0.18,1
3,2,3.23,0.75,978.77,27.59,0.81,1,1,0.69,-1
1,1,0.27,-1.56,72.37,1108.28,0.45,1,2,0.47,-1
0,2,10.38,-2.47,608.61,797.25,0.8,1,1,0.99,-1
3,3,15.29,-3.61,624.18,199.28,0.95,0,3,0.95,-1
3,3,12.15,2.18,863.65,491.3,0.92,1,0,0.75,1
0,1,2.64,-1.39,823.14,71.44,0.49,1,2,0.05,1
1,2,17.44,-4.3,465.32,715.5,0.58,0,1,0.58,1
0,1,11.18,-0.32,927.26,653.59,0.17,1,2,0.36,1
1,0,5.28,-3.54,440.88,124.66,0.96,0,1,0.96,-1
0,3,2.52,-2.83,469.28,1119.22,0.97,0,0,0.97,1
0,0,2.75,0.65,106.94,439.01,0.45,0,0,0.45,-1
2,0,7.41,0.37,801.29,103.13,0.97,0,2,0.97,-1
1,0,10.06,-1.89,64.34,910.4,0.91,0,1,0.91,-1
3,1,4.4,-2.29,1143.78,251.06,0.52,0,3,0.52,1
3,0,14.86,0.15,431.73,1096.39,0.39,0,3,0.39,1
1,2,6.31,-1.33,1064.59,63.1,0.53,1,1,0.32,1
3,1,6.1,-1.3,1092.88,530.14,0.22,0,3,0.22,1
1,0,7.45,-3.06,1022.61,194.9,0.16,1,2,0.74,1
1,3,17.37,0.04,842.11,1057.34,0.39,1,2,0.76,1
0,1,5.62,0.07,1108.48,700.06,0.01,1,1,0.84,1
0,1,1.92,-1.19,861.66,506.01,0.42,0,0,0.42,-1
3,0,1.17,-0.49,898.71,620.0,0.72,1,0,0.74,-1
2,3,0.42,-1.05,215.98,153.29,0.09,1,0,0.96,1
0,0,17.95,2.95,893.45,657.91,0.04,1,2,0.36,1
2,1,8.98,-4.91,188.65,490.88,0.8,0,2,0.8,-1
3,2,6.91,-4.4,83.81,1146.01,0.48,1,0,0.5,-1
3,1,16.55,-0.88,880.89,519.07,0.44,1,0,0.95,1
3,2,15.91,-4.45,874.52,426.3,0.93,1,0,0.86,-1
0,2,6.51,-0.25,532.88,1145.63,0.72,0,0,0.72,1
0,2,7.05,-2.97,982.63,1188.96,0.51,1,2,0.62,-1
1,1,16.62,-1.68,122.19,482.53,0.83,1,1,0.63,1
2,1,7.51,0.18,299.37,670.23,0.83,0,2,0.83,-1
1,0,1.59,-1.96,656.91,214.8,0.43,1,1,0.28,1
2,2,9.99,-4.28,115.82,810.87,0.91,0,2,0.91,-1
1,1,5.8,-3.32,1039.33,308.39,0.89,1,0,0.42,1
0,0,11.76,-4.65,666.39,794.24,0.28,0,0,0.28,1
2,2,2.37,1.64,637.21,1168.52,0.74,1,2,0.33,-1
0,2,8.24,-3.07,1127.42,1060.59,0.27,1,0,0.27,1
2,1,12.82,-4.99,946.37,330.77,0.35,0,2,0.35,1
3,3,1.89,-2.35,258.19,770.58,0.96,1,0,0.18,1
1,2,13.55,-3.81,541.38,763.3,0.42,1,2,0.29,1
3,0,10.77,-2.96,927.0,685.28,0.61,0,3,0.61,-1
2,0,12.45,-0.84,190.04,1049.27,0.22,0,2,0.22,1
0,0,5.96,0.82,547.88,278.96,0.33,0,0,0.33,1
1,1,11.81,-4.26,839.16,589.46,0.16,0,1,0.16,1
2,1,8.51,-0.52,847.31,959.85,0.72,1,1,0.35,-1
1,0,0.72,-1.05,1122.94,1127.65,0.53,0,1,0.53,1
2,0,17.16,-0.36,469.87,1031.12,0.47,0,2,0.47,1
3,3,10.87,2.56,1097.87,511.72,0.61,0,3,0.61,1
0,3,16.53,-0.09,100.38,443.32,0.63,0,0,0.63,1
1,3,3.83,-1.76,1039.48,100.15,0.5,0,1,0.5,1
0,1,16.04,-2.52,590.61,55.45,0.83,1,0,0.79,1
0,3,7.23,1.68,431.66,1129.34,0.08,1,0,0.33,1
1,0,3.53,-1.14,76.99,326.02,0.47,1,1,0.4,-1
3,2,12.34,0.61,921.12,1079.38,0.51,1,0,0.81,-1
3,0,5.96,-4.86,669.64,1032.94,0.79,1,1,0.73,-1
2,0,13.41,-1.79,396.1,136.5,0.59,1,2,0.85,-1
3,3,7.12,0.99,976.45,126.57,0.57,0,3,0.57,-1
2,2,7.86,-1.94,377.35,634.92,0.45,1,1,0.46,-1
0,0,11.24,-4.34,250.74,840.41,0.66,1,0,0.72,-1
1,2,14.04,-2.18,303.6,882.54,0.28,0,1,0.28,1
2,0,14.8,-0.83,281.37,877.52,0.51,1,1,0.66,-1
3,0,0.54,-2.12,365.52,372.41,0.54,0,3,0.54,-1
2,2,9.26,1.48,321.18,793.1,0.83,0,2,0.83,-1
0,1,15.07,0.91,727.08,865.32,0.44,0,0,0.44,-1
3,0,13.13,1.9,346.56,802.68,0.83,0,3,0.83,-1
3,3,3.94,-2.82,1149.71,476.35,0.07,1,1,0.99,1
3,2,6.78,2.79,487.72,480.16,0.34,1,2,0.59,1
2,3,9.95,-4.23,633.18,232.75,0.87,0,2,0.87,-1
0,3,5.36,0.96,57.96,906.93,0.02,1,2,0.95,1
0,0,5.77,-3.7,490.44,322.04,0.35,0,0,0.35,1
3,1,0.69,-2.8,1101.69,404.57,0.75,1,1,0.15,1
0,3,11.06,-3.69,678.26,396.11,0.74,0,0,0.74,-1
0,2,12.79,-1.52,571.58,84.41,0.54,0,0,0.54,-1
0,0,3.69,-1.92,288.67,247.58,0.41,1,1,0.01,1
0,0,5.21,0.82,380.67,849.44,0.19,0,0,0.19,1
0,2,17.69,-0.39,723.96,1011.79,0.86,1,2,0.44,1
1,0,10.59,2.99,118.86,192.93,0.1,0,1,0.1,1
0,2,16.03,-3.95,677.45,661.22,0.48,0,0,0.48,1
2,3,11.37,1.62,787.0,660.55,0.12,1,0,0.73,1
3,1,15.93,-4.6,971.78,359.77,0.86,0,3,0.86,-1
1,2,13.35,-4.23,260.13,844.98,0.52,1,2,0.57,-1
1,2,0.9,2.82,419.77,407.21,0.97,1,1,0.2,1
2,0,15.28,-1.01,345.25,653.22,0.35,0,2,0.35,1
2,2,9.44,0.93,73.18,1118.01,0.7,1,1,0.56,-1
0,2,0.26,-4.91,26.04,368.75,0.06,1,2,0.99,1
0,3,16.59,1.06,582.54,521.75,0.46,0,0,0.46,1
3,0,14.47,-2.98,119.06,440.66,0.5,1,2,0.04,1
1,2,12.92,2.25,1044.72,530.22,0.8,1,0,0.45,1
1,3,2.48,-3.94,1185.99,253.25,0.06,1,2,0.91,1
1,2,0.18,0.37,1073.79,983.24,0.94,0,1,0.94,1
0,1,4.77,-0.21,1040.4,722.51,0.53,1,0,0.67,1
2,3,10.46,-4.7,933.84,196.73,0.74,0,2,0.74,-1
3,1,16.11,0.36,873.57,1155.77,0.84,1,1,0.65,1
1,0,6.38,-3.63,597.99,941.35,0.57,1,2,0.19,1
3,0,3.28,-2.68,53.31,40.82,0.18,0,3,0.18,1
3,2,4.91,0.1,1179.66,687.55,0.73,0,3,0.73,1
2,2,4.78,-0.68,670.49,296.45,0.8,1,1,0.89,-1
3,2,14.09,2.33,559.75,1058.91,0.59,0,3,0.59,1
2,1,14.51,-0.93,280.23,107.17,0.36,0,2,0.36,1
2,3,5.04,-0.3,1084.14,404.96,0.86,1,1,0.76,1
2,1,17.85,-0.38,551.75,688.77,0.8,0,2,0.8,1
0,3,6.51,-1.86,96.92,651.75,0.41,1,0,0.32,-1
3,1,15.4,-1.43,197.05,228.98,0.8,0,3,0.8,-1
2,2,14.74,2.28,547.48,1017.95,0.55,1,0,0.07,1
2,3,12.76,0.48,72.78,551.74,0.94,1,1,0.38,-1
2,0,16.62,0.87,622.5,79.73,0.18,1,1,0.43,1
2,2,1.96,-3.73,69.21,22.03,0.53,1,0,0.14,1
1,3,3.08,0.02,469.98,1035.6,0.44,1,1,0.63,-1
3,0,3.26,-3.3,906.57,446.73,0.2,0,3,0.2,1
2,2,17.05,-3.71,114.54,222.45,0.86,0,2,0.86,1
2,3,15.53,-2.11,408.62,46.49,0.6,0,2,0.6,-1
1,1,7.87,-0.19,586.14,1120.74,0.21,0,1,0.21,1
3,0,0.77,1.78,385.98,970.32,0.31,0,3,0.31,1
2,3,16.08,1.8,576.21,416.51,0.12,0,2,0.12,1
1,1,0.08,-3.32,989.73,893.04,0.79,1,1,0.15,1
2,3,14.37,-3.16,1199.96,729.65,0.99,0,2,0.99,1
3,2,11.31,-2.79,355.6,128.24,0.72,1,2,0.3,-1
1,0,15.86,-1.99,514.73,1148.99,1.0,0,1,1.0,1
0,3,1.76,-0.08,749.25,127.31,0.53,1,2,0.37,-1
2,1,6.98,0.53,56.64,1198.22,0.9,1,1,0.67,-1
0,3,13.88,-0.53,1189.49,209.34,0.95,0,0,0.95,1
0,3,9.35,-4.47,26.95,631.11,0.08,1,0,0.83,1
0,3,8.05,-2.74,517.04,1050.09,0.24,1,1,0.56,1
3,0,7.89,1.77,412.88,958.76,0.18,1,2,0.21,1
3,1,11.24,-1.06,453.17,1041.17,0.3,0,3,0.3,1
2,3,15.8,-2.58,767.09,912.69,0.49,0,2,0.49,-1
2,1,12.01,-1.15,533.64,1092.92,0.85,0,2,0.85,1
0,1,10.1,-2.53,561.56,887.88,0.33,1,0,1.0,1
1,2,14.97,-2.72,272.37,841.33,0.98,1,0,0.79,-1
2,0,12.2,1.65,479.9,146.43,0.29,0,2,0.29,1
1,3,17.93,1.91,364.58,724.28,0.64,1,2,0.65,1
3,0,17.55,1.71,1103.65,586.2,0.01,1,2,0.57,1
0,0,11.78,-4.87,244.61,1126.93,0.84,1,0,0.87,-1
1,0,17.55,1.75,333.54,588.42,0.25,1,1,0.66,1
2,1,17.37,-1.13,528.84,245.76,0.91,1,2,0.06,1
0,1,7.14,-3.59,310.98,27.43,0.4,0,0,0.4,-1
2,1,17.95,-2.15,907.72,917.73,0.16,1,1,0.31,1
2,0,10.92,-3.45,757.05,873.6,0.55,0,2,0.55,-1
1,2,2.52,1.64,181.3,541.58,0.38,1,1,0.12,1
0,0,17.35,2.46,455.98,1189.61,0.91,0,0,0.91,1
2,0,4.68,-3.25,744.64,488.26,0.3,1,2,0.55,1
2,3,3.97,-0.35,1078.96,655.02,0.28,0,2,0.28,1
2,2,10.65,0.02,705.64,1134.19,0.54,0,2,0.54,1
0,0,1.36,-3.4,993.99,237.15,0.22,1,2,0.41,1
3,1,8.73,-1.59,97.27,423.0,0.79,0,3,0.79,-1
0,2,11.73,2.64,459.29,370.27,0.98,0,0,0.98,1
2,2,9.51,2.56,560.62,152.78,0.61,1,2,0.7,1
3,2,6.09,0.1,435.23,177.81,0.86,1,2,0.99,-1
0,2,1.38,-3.6,482.63,543.88,0.53,0,0,0.53,-1
3,3,3.59,-4.24,1009.58,892.77,0.19,0,3,0.19,1
0,1,3.18,-4.23,83.36,277.9,0.07,1,1,0.31,1
3,1,4.3,0.19,538.5,923.93,0.89,0,3,0.89,-1
2,3,13.38,2.78,950.3,657.3,0.88,0,2,0.88,1
1,0,12.26,1.01,1193.03,1057.77,0.34,1,2,0.56,1
1,1,3.12,-4.17,654.15,1034.73,0.96,0,1,0.96,1
2,2,13.09,-3.46,217.59,1115.55,0.57,0,2,0.57,1
3,1,0.97,-1.36,987.39,917.61,0.46,0,3,0.46,-1
3,0,8.21,-0.18,138.95,629.54,0.73,0,3,0.73,-1
0,0,12.7,2.38,322.72,297.32,0.01,1,1,0.22,1
2,1,15.65,0.12,765.04,162.19,0.98,1,2,0.6,-1
0,0,6.0,1.21,964.46,345.13,0.37,1,1,0.06,1
2,2,2.11,-1.16,571.11,1139.04,0.46,0,2,0.46,1
3,1,7.17,-0.57,1093.56,280.5,0.51,1,2,0.05,1
3,0,2.43,-1.22,291.08,304.19,0.94,1,0,0.15,1
3,0,6.84,0.06,1149.44,1189.78,0.79,0,3,0.79,1
3,3,1.99,-0.6,694.05,403.03,0.61,0,3,0.61,-1
2,1,14.16,-4.61,393.14,226.6,0.64,0,2,0.64,-1
1,0,2.38,2.78,489.28,315.91,0.14,0,1,0.14,1
0,0,12.97,-0.16,436.63,298.94,0.31,0,0,0.31,1
2,3,13.88,0.24,874.49,1172.15,0.24,1,0,0.07,1
1,1,17.6,-0.16,838.38,511.61,0.88,0,1,0.88,1
1,0,7.71,0.6,920.68,930.63,0.91,0,1,0.91,-1
1,2,13.06,-0.8,321.51,93.91,0.26,1,0,0.01,1
2,3,13.93,-1.89,929.54,935.78,0.91,1,2,0.06,1
