S_type,E_type,S_speed,S_acc,D1,D2,Rs,B,F_type,Rf,Result
2,1,2.78,2.4,1026.07,215.8,0.95,1,0,0.94,1
3,2,12.17,-0.09,761.45,203.25,0.84,1,2,0.4,-1
3,2,11.83,1.67,344.43,275.8,0.98,1,0,0.97,-1
2,0,11.96,-2.65,989.23,731.07,0.93,1,2,0.67,-1
0,3,4.05,-0.66,476.4,904.05,0.75,0,0,0.75,-1
1,1,12.92,-3.61,252.36,154.96,0.57,0,1,0.57,-1
3,3,4.57,2.34,72.25,161.02,0.83,0,3,0.83,1
3,2,3.53,-2.37,711.87,97.02,0.62,1,1,0.37,-1
0,0,14.56,1.86,726.47,636.24,0.72,0,0,0.72,-1
0,2,3.44,2.34,561.56,528.25,0.73,0,0,0.73,1
0,0,6.24,-0.94,121.99,689.75,0.42,1,1,0.57,-1
1,1,17.7,-4.61,245.98,671.2,0.61,1,0,0.5,1
2,0,4.75,0.59,573.05,764.8,0.61,0,2,0.61,-1
0,1,6.67,-3.04,1062.45,838.96,0.45,1,2,0.4,1
3,1,2.76,1.25,607.93,625.21,0.74,0,3,0.74,-1
3,3,0.48,0.44,847.52,179.56,0.34,1,2,0.42,-1
1,2,11.77,-4.87,810.47,893.33,0.78,0,1,0.78,-1
0,2,9.84,1.0,341.62,541.73,0.75,0,0,0.75,-1
0,0,8.64,-3.06,501.65,899.82,0.77,0,0,0.77,-1
2,2,15.06,0.29,589.23,763.42,0.57,1,2,0.87,-1
0,0,16.07,-2.76,471.58,1013.7,0.63,0,0,0.63,1
3,2,6.4,-3.9,519.42,1070.57,0.82,0,3,0.82,1
0,3,10.35,-2.49,437.38,98.47,0.9,0,0,0.9,-1
3,1,9.43,-3.8,232.92,970.51,0.3,0,3,0.3,-1
1,0,9.4,0.14,1038.38,1032.44,0.41,0,1,0.41,1
3,0,16.56,-2.72,691.25,409.31,0.58,0,3,0.58,1
0,0,14.35,-1.86,886.25,844.18,0.76,1,0,0.66,-1
3,0,10.2,0.77,98.73,972.88,0.27,0,3,0.27,1
1,1,17.38,-2.82,985.32,331.18,0.28,0,1,0.28,1
3,1,6.3,-1.5,592.34,1046.56,0.69,0,3,0.69,1
3,1,1.39,-1.45,568.06,82.29,0.22,1,2,0.34,-1
0,0,3.72,-1.31,1019.09,594.3,0.22,1,1,0.23,1
1,0,7.72,1.11,1007.98,717.37,0.36,0,1,0.36,1
2,2,13.35,-4.62,521.96,87.99,0.66,0,2,0.66,-1
3,3,14.12,-4.48,827.36,189.45,0.73,0,3,0.73,-1
3,1,13.33,2.53,255.39,37.66,0.59,1,1,0.3,1
3,3,5.76,-0.79,653.13,998.39,0.67,0,3,0.67,-1
2,2,1.07,-0.12,186.53,499.64,0.5,1,0,0.83,-1
0,3,5.36,-3.91,163.8,258.67,0.39,0,0,0.39,-1
2,3,14.97,2.01,695.35,44.8,0.59,0,2,0.59,-1
1,1,13.07,-0.05,250.14,213.76,0.39,0,1,0.39,-1
0,3,15.64,0.59,514.63,259.4,0.68,0,0,0.68,-1
2,0,4.76,-0.62,922.82,1051.31,0.74,0,2,0.74,1
0,3,14.13,0.82,933.17,766.52,0.23,1,0,0.76,-1
0,0,0.16,0.35,701.48,315.4,0.25,1,2,0.59,-1
2,2,7.72,-1.49,541.22,787.17,0.82,1,2,0.27,-1
3,2,10.55,-2.53,907.69,102.48,0.72,0,3,0.72,-1
1,3,17.18,2.93,171.94,193.91,0.64,1,1,0.56,1
1,0,17.51,1.49,400.53,501.1,0.25,1,1,0.8,1
2,2,9.77,-0.34,915.21,279.14,0.27,0,2,0.27,1
2,0,15.78,-4.47,168.16,258.25,0.5,0,2,0.5,-1
2,3,10.25,-0.44,30.99,99.51,0.32,1,1,0.66,-1
2,3,6.27,1.37,80.32,148.69,0.93,0,2,0.93,-1
0,2,13.16,-0.27,408.43,1016.71,0.6,1,2,0.8,-1
2,1,14.4,-4.33,540.96,432.1,0.53,1,2,0.86,-1
3,2,2.35,2.47,686.89,881.98,0.42,1,1,0.33,1
0,1,5.21,-3.61,320.54,104.04,0.23,1,2,0.81,-1
3,2,6.74,-2.02,738.26,731.05,0.82,1,1,0.59,-1
1,1,17.96,1.33,147.26,407.16,0.4,0,1,0.4,1
3,3,3.8,-4.37,367.98,236.5,0.55,0,3,0.55,-1
1,0,3.42,-0.16,935.37,879.41,0.22,1,2,0.21,1
3,1,9.24,1.12,488.66,100.4,0.55,1,0,0.96,-1
0,1,12.59,2.3,1033.08,347.38,0.4,0,0,0.4,1
3,0,5.84,0.87,40.53,675.11,0.43,0,3,0.43,-1
1,3,7.41,-0.07,105.96,249.03,0.94,1,1,0.81,-1
2,0,15.36,2.34,660.3,747.55,0.25,1,2,0.9,1
3,2,16.06,1.6,355.83,586.72,0.86,1,2,0.55,1
2,2,8.18,-2.64,535.01,971.76,0.29,0,2,0.29,1
0,2,0.62,-0.03,590.13,594.3,0.83,1,2,0.7,-1
3,0,10.73,-4.22,625.83,541.94,0.61,0,3,0.61,-1
1,2,7.3,-0.29,336.94,670.61,0.89,1,0,0.3,-1
0,2,8.14,1.29,447.15,328.76,0.47,0,0,0.47,-1
3,3,9.45,1.68,763.22,279.24,0.97,1,2,0.5,-1
1,3,10.56,-2.15,317.96,163.56,0.77,1,2,0.4,-1
2,1,4.6,-2.41,502.3,68.45,0.49,1,1,0.39,-1
0,1,2.15,-0.31,516.24,1081.87,0.33,1,2,0.85,-1
2,3,11.0,-4.46,475.28,212.28,0.6,1,2,0.82,-1
1,3,12.07,-1.8,105.97,233.34,0.82,1,1,0.79,-1
2,0,1.33,0.62,849.76,995.47,0.44,1,2,0.66,-1
2,3,8.31,-3.98,755.52,853.52,0.71,0,2,0.71,-1
3,2,3.86,2.32,43.88,259.07,0.95,1,2,0.69,1
3,0,11.98,0.09,1052.15,330.68,0.8,0,3,0.8,1
0,1,5.59,-4.46,177.48,1007.6,0.61,0,0,0.61,1
3,3,8.35,0.07,928.65,141.59,0.91,0,3,0.91,-1
1,3,7.6,2.79,483.22,886.58,0.81,0,1,0.81,1
0,3,9.49,0.93,656.98,699.41,0.21,0,0,0.21,1
2,2,0.73,-0.61,904.17,119.38,0.7,1,1,0.8,-1
2,2,13.89,-3.26,885.76,381.73,0.39,0,2,0.39,-1
2,3,1.9,-2.47,698.76,418.8,0.35,1,1,0.67,-1
2,2,11.89,1.51,547.04,283.94,0.65,1,2,0.61,-1
0,2,3.19,0.8,730.43,463.29,0.85,1,0,0.56,-1
0,1,7.82,-0.49,273.24,572.21,0.29,1,1,0.44,-1
1,2,4.67,-1.28,325.25,543.13,0.69,1,0,0.36,-1
1,1,9.59,-4.71,769.68,967.01,0.44,0,1,0.44,-1
0,1,4.49,-0.16,359.46,236.24,0.49,1,0,0.5,-1
2,3,5.67,0.22,482.76,856.29,0.34,1,0,0.66,-1
2,1,16.58,2.6,188.91,590.03,0.42,1,0,0.25,1
0,2,13.03,0.72,142.12,677.25,0.74,0,0,0.74,-1
2,2,4.02,-2.31,164.57,573.9,0.31,0,2,0.31,-1
3,3,5.84,-3.14,1026.73,165.22,0.38,1,1,0.29,1
0,1,1.72,-3.81,146.91,750.79,0.88,1,1,0.99,-1
3,2,5.31,-0.56,627.88,409.07,0.69,0,3,0.69,-1
2,2,0.69,-1.6,862.73,723.47,0.91,1,2,0.51,-1
0,0,17.68,1.11,461.43,905.95,0.26,0,0,0.26,1
0,2,7.0,-0.14,976.28,174.7,0.77,0,0,0.77,-1
0,1,2.78,-2.85,744.23,681.13,0.38,1,0,0.99,-1
0,3,6.37,-2.52,812.67,496.45,0.99,0,0,0.99,-1
3,1,3.86,-1.76,933.17,1017.72,0.66,0,3,0.66,1
3,0,9.49,0.88,637.97,540.18,0.48,1,0,0.81,-1
3,0,2.79,-0.21,883.89,43.3,0.86,1,1,0.98,-1
3,3,15.79,-1.84,650.04,1096.35,0.92,0,3,0.92,1
1,3,0.09,2.38,747.27,646.22,0.29,1,0,0.29,1
2,2,3.91,1.17,457.6,195.31,0.31,1,2,0.44,-1
1,0,17.41,-0.32,565.59,1095.9,0.56,1,2,0.85,1
0,0,6.17,-2.03,83.61,585.61,0.86,0,0,0.86,-1
0,1,6.58,0.42,97.65,1058.63,0.77,0,0,0.77,1
2,0,13.49,2.63,337.15,302.42,0.7,1,1,0.89,1
3,2,11.34,-1.39,150.88,608.73,0.92,0,3,0.92,-1
1,3,4.25,0.95,619.78,1064.1,0.69,0,1,0.69,1
2,3,14.18,-3.31,259.05,326.02,0.33,0,2,0.33,-1
0,3,3.66,-4.82,31.55,50.72,0.6,0,0,0.6,-1
2,2,6.01,-3.43,864.69,495.99,0.67,0,2,0.67,-1
3,0,3.17,-3.74,738.09,708.35,0.24,0,3,0.24,1
0,0,12.2,2.54,546.02,880.18,0.69,0,0,0.69,1
2,3,13.23,2.98,354.96,187.21,0.36,1,1,0.87,1
2,0,11.75,-2.31,582.72,338.67,0.95,0,2,0.95,-1
1,0,10.76,0.98,1039.35,701.78,0.61,1,1,0.26,1
3,2,10.67,-2.48,259.28,136.0,0.98,0,3,0.98,-1
2,1,3.81,2.89,411.62,142.04,0.65,1,2,0.21,1
1,3,15.03,1.11,745.53,966.05,0.2,0,1,0.2,1
1,0,8.99,-1.28,387.35,31.47,0.58,1,1,0.57,-1
3,1,6.68,-3.11,219.34,84.63,0.48,0,3,0.48,-1
2,1,1.05,-2.28,587.24,549.25,0.65,1,2,0.52,-1
0,2,0.89,2.48,674.29,893.62,0.23,1,0,0.84,1
3,2,13.2,-3.1,62.7,840.68,0.33,0,3,0.33,-1
1,2,16.84,-2.92,632.23,653.1,0.98,1,0,0.44,1
1,0,16.5,-2.85,344.53,539.85,0.25,0,1,0.25,1
3,3,5.03,-4.7,468.57,1006.34,0.66,1,1,0.5,-1
1,1,6.41,1.31,558.31,499.73,0.88,0,1,0.88,-1
0,2,0.85,2.62,43.57,745.58,0.59,1,1,0.63,1
2,2,1.86,0.94,496.9,54.1,0.77,0,2,0.77,-1
0,1,14.31,0.91,489.28,45.7,0.52,0,0,0.52,-1
0,2,17.88,-4.41,381.75,523.0,0.71,1,1,0.66,1
1,2,13.63,-3.98,806.2,59.13,1.0,0,1,1.0,-1
0,3,13.26,1.26,1043.2,129.55,0.68,1,2,0.67,1
1,2,2.55,1.6,541.73,29.17,0.27,0,1,0.27,1
1,2,11.05,1.34,461.74,445.58,0.93,0,1,0.93,-1
3,3,13.35,-1.17,377.24,332.64,0.37,1,2,0.45,-1
0,2,0.44,-1.57,46.86,777.97,0.7,0,0,0.7,-1
0,1,13.62,-3.82,700.52,334.19,0.62,0,0,0.62,-1
2,0,10.64,-3.99,496.13,227.08,0.52,1,2,0.69,-1
2,3,14.78,-4.39,847.05,1053.03,0.31,0,2,0.31,1
3,2,2.15,0.83,888.84,948.9,0.68,0,3,0.68,-1
3,2,0.04,-0.69,282.02,634.95,0.42,0,3,0.42,-1
1,1,13.52,-2.85,150.13,335.51,0.9,0,1,0.9,-1
3,0,0.37,-2.16,151.83,780.74,0.64,1,0,0.56,-1
3,1,12.84,-1.28,442.31,775.19,0.65,1,2,0.45,-1
1,0,11.35,-1.57,631.9,96.62,0.58,1,2,0.63,-1
0,1,2.33,-0.64,727.47,67.4,0.4,1,0,0.26,-1
1,0,5.34,-2.0,123.49,514.8,1.0,0,1,1.0,-1
0,1,1.95,0.63,934.02,366.21,0.22,0,0,0.22,1
1,2,7.9,-1.26,652.06,869.96,0.72,1,0,0.85,-1
0,1,2.56,-4.39,373.94,1015.14,0.76,1,0,0.74,-1
2,1,12.13,0.69,751.55,725.24,0.74,1,2,0.8,-1
1,3,8.49,2.0,537.7,1013.37,0.79,0,1,0.79,1
1,1,14.26,1.87,491.37,623.18,0.52,1,0,0.36,-1
0,2,14.08,-4.68,141.86,292.34,0.94,0,0,0.94,-1
2,0,3.94,-3.87,773.1,634.69,0.51,0,2,0.51,-1
2,0,11.71,-3.44,868.24,39.47,0.88,1,0,0.3,-1
3,2,4.97,0.98,474.27,658.37,0.49,1,1,0.6,-1
0,3,3.81,-0.74,903.12,123.33,0.89,0,0,0.89,-1
0,3,15.64,-4.05,904.57,865.28,0.38,1,2,0.35,-1
1,0,16.98,-0.48,717.01,124.73,0.53,0,1,0.53,1
2,1,17.14,-2.52,844.7,499.24,0.63,1,0,0.83,1
1,0,2.49,-4.33,545.14,174.76,0.91,1,1,0.4,-1
0,0,0.14,-1.19,857.05,724.45,0.26,1,0,0.23,1
2,2,6.03,2.66,295.64,175.51,0.4,1,0,0.4,1
0,3,1.29,0.21,937.8,54.35,0.99,1,2,0.22,-1
0,0,12.39,0.29,803.9,756.83,0.78,1,1,0.71,-1
1,1,9.2,-3.28,709.51,222.61,0.38,0,1,0.38,-1
3,3,11.88,-0.08,703.5,702.87,0.53,1,0,0.34,-1
1,1,6.62,2.37,615.04,560.41,0.97,0,1,0.97,1
0,0,11.64,-2.2,746.16,255.98,0.77,0,0,0.77,-1
1,1,14.27,2.03,290.49,276.37,0.44,1,0,0.72,-1
3,2,12.82,-3.76,456.12,212.62,0.86,0,3,0.86,-1
0,2,1.74,-1.28,1091.94,715.75,0.79,1,0,0.64,1
3,3,15.49,-2.4,350.56,1042.89,0.92,0,3,0.92,1
3,3,2.46,-1.92,850.13,222.69,0.31,0,3,0.31,-1
0,2,0.24,-2.03,134.33,869.73,0.54,1,2,0.26,-1
0,0,14.95,0.75,640.45,979.33,0.33,0,0,0.33,-1
0,2,9.25,1.41,820.9,1022.43,0.78,1,0,0.27,-1
1,3,8.7,-3.91,287.38,417.45,0.33,1,2,0.75,-1
1,0,10.97,-0.89,703.2,697.73,0.97,0,1,0.97,-1
3,1,0.05,-1.23,313.87,213.58,0.22,0,3,0.22,1
0,1,0.65,-3.23,921.97,632.17,0.55,1,1,0.28,-1
0,0,14.26,-3.02,1093.07,1087.54,0.66,0,0,0.66,1
1,3,9.68,-1.44,790.67,1024.36,0.92,1,2,0.99,-1
3,2,14.43,-4.39,1056.54,404.99,0.37,0,3,0.37,1
3,1,15.44,0.27,762.69,1080.59,0.59,0,3,0.59,1
2,0,12.38,2.22,613.92,271.61,0.54,1,0,0.99,-1
2,0,3.65,0.31,35.3,990.43,0.4,1,2,0.49,-1
3,1,3.66,-1.57,569.91,673.19,0.47,0,3,0.47,-1
3,0,4.58,0.32,1042.96,1055.14,0.68,1,0,0.79,1
3,0,2.72,2.07,648.71,127.63,0.53,1,0,0.5,-1
3,2,9.49,-3.9,1079.95,48.1,0.64,0,3,0.64,1
1,2,8.83,-2.8,71.51,319.59,0.44,1,2,0.8,-1
3,0,8.88,-3.14,684.35,695.49,0.96,0,3,0.96,-1
1,1,10.21,0.75,332.48,442.0,0.86,0,1,0.86,-1
2,0,1.16,-3.47,325.12,898.06,0.96,1,1,0.34,-1
3,2,4.37,2.24,972.72,639.26,0.51,1,2,0.47,-1
0,0,13.98,-2.61,915.13,586.91,0.6,1,0,0.36,-1
1,2,13.05,-4.87,191.61,261.41,0.51,1,1,0.7,-1
3,0,7.81,-2.5,685.86,480.7,0.65,0,3,0.65,-1
3,2,11.65,-1.92,724.45,95.01,0.6,0,3,0.6,-1
3,0,1.27,1.03,121.78,53.93,0.76,0,3,0.76,-1
0,3,5.69,-1.76,38.65,982.53,0.24,0,0,0.24,1
1,1,1.35,-1.06,598.22,787.24,0.36,1,2,0.46,-1
2,0,13.38,-0.48,922.28,758.75,0.79,0,2,0.79,-1
3,1,9.73,-3.32,735.98,357.12,0.62,1,0,0.21,-1
1,0,4.43,-2.52,217.96,114.03,0.25,1,2,0.96,-1
1,1,16.64,-1.52,1007.37,707.58,0.7,0,1,0.7,1
0,3,1.59,0.45,1019.1,1090.5,0.91,0,0,0.91,1
2,3,3.96,2.16,888.51,843.1,0.28,0,2,0.28,1
3,0,15.13,-2.42,926.65,303.15,0.54,1,2,0.9,-1
3,3,9.18,-4.29,1067.03,118.59,0.31,1,2,0.64,1
3,3,9.99,1.01,709.43,36.8,0.34,0,3,0.34,-1
0,2,6.9,-0.25,25.8,767.96,0.72,1,2,0.3,-1
2,0,12.03,-1.06,790.57,934.77,0.72,0,2,0.72,-1
2,2,6.23,2.46,343.85,761.82,0.67,1,1,0.27,1
3,0,1.3,1.83,491.15,941.53,0.88,0,3,0.88,-1
2,0,9.13,1.81,287.2,511.7,0.83,1,1,0.32,-1
2,1,10.65,-1.15,944.95,578.56,0.41,0,2,0.41,-1
0,1,10.71,-1.95,38.86,581.2,0.61,1,1,0.32,-1
1,0,10.61,-4.26,222.45,891.49,0.75,0,1,0.75,-1
2,2,9.97,2.87,774.93,135.16,0.5,1,0,0.75,1
1,0,4.58,0.83,721.9,543.46,0.26,1,0,0.76,-1
2,3,4.13,0.62,420.94,340.3,0.32,1,2,0.39,-1
3,3,14.33,2.05,1065.14,550.5,0.32,1,2,0.3,1
0,3,17.09,1.06,431.75,525.33,0.69,0,0,0.69,1
1,0,11.88,-1.06,1084.76,959.5,0.24,0,1,0.24,1
2,3,7.67,-1.48,204.76,429.76,0.47,1,1,0.67,-1
3,0,4.04,-3.14,516.63,436.51,0.66,0,3,0.66,-1
3,1,15.76,2.27,1068.7,811.98,0.21,0,3,0.21,1
2,2,6.04,1.25,353.61,80.48,0.51,1,1,0.23,-1
3,3,5.28,-2.93,904.8,251.08,0.68,1,2,0.56,-1
1,3,2.85,0.61,33.45,951.13,0.25,0,1,0.25,1
0,2,4.69,-0.37,68.85,90.37,0.79,0,0,0.79,-1
2,1,10.75,-1.38,865.46,969.76,0.53,1,2,0.32,-1
1,2,8.6,-2.82,73.23,89.17,0.63,0,1,0.63,-1
3,1,5.71,0.51,423.44,942.71,0.35,1,1,0.75,-1
1,2,1.03,-4.7,1088.33,78.21,0.84,0,1,0.84,1
3,1,13.18,-1.29,452.69,866.77,0.37,1,0,0.88,-1
0,2,16.74,2.43,522.16,214.96,0.92,0,0,0.92,1
0,0,10.28,1.94,687.04,996.43,0.69,0,0,0.69,-1
2,2,9.15,-0.99,731.45,374.45,0.91,0,2,0.91,-1
2,3,10.47,-3.42,70.51,1072.46,0.54,0,2,0.54,1
3,1,16.36,-1.89,329.18,779.07,0.57,1,1,0.99,1
1,2,12.39,-1.21,1039.94,43.64,0.86,1,1,0.62,1
0,2,13.65,-2.67,399.74,816.86,0.31,1,2,0.57,-1
3,0,7.19,-2.08,847.73,44.67,0.66,0,3,0.66,-1
2,0,1.57,-1.47,542.18,509.75,0.97,1,2,0.97,-1
2,2,12.95,-0.04,882.28,195.81,0.65,0,2,0.65,-1
1,3,13.84,0.28,449.78,785.23,0.53,1,1,0.25,-1
2,0,9.5,0.75,91.0,187.64,0.69,1,2,0.69,-1
1,2,9.29,-1.14,639.17,806.23,0.82,1,2,0.51,-1
2,1,11.03,-4.42,645.89,199.8,0.54,1,0,0.87,-1
1,1,16.79,-1.44,306.15,222.98,0.98,0,1,0.98,1
2,3,9.56,0.21,617.12,642.46,0.83,0,2,0.83,-1
1,3,13.47,-0.44,152.16,98.98,0.24,1,0,0.65,-1
2,0,5.04,-2.16,159.84,343.57,0.45,0,2,0.45,-1
1,3,11.9,-0.56,622.99,857.5,0.97,0,1,0.97,-1
1,3,13.34,-1.89,749.64,559.79,0.3,0,1,0.3,-1
3,1,3.89,1.97,91.77,945.76,0.88,1,1,0.73,-1
2,1,11.11,-1.03,412.33,151.27,0.24,0,2,0.24,1
0,2,16.53,0.81,891.78,109.29,0.76,0,0,0.76,1
0,1,7.6,-0.17,139.22,152.02,0.96,1,1,0.99,-1
3,2,3.64,-4.85,666.45,1034.31,0.96,1,0,0.57,-1
3,0,2.46,-2.22,778.63,351.31,0.68,1,1,0.32,-1
1,2,17.1,-0.82,58.39,513.01,0.26,1,2,0.62,1
0,2,4.93,-2.2,837.5,1016.5,0.26,1,2,0.27,1
1,3,16.66,-1.24,384.49,1040.98,0.5,0,1,0.5,1
1,3,17.47,1.97,464.27,71.58,0.66,1,0,0.62,1
2,2,5.8,-1.77,876.42,36.02,0.72,0,2,0.72,-1
1,2,17.5,1.06,694.59,942.04,0.25,0,1,0.25,1
2,3,16.68,-4.4,881.17,736.17,0.77,1,0,0.91,1
3,3,7.16,-4.85,240.91,213.02,0.71,0,3,0.71,-1
0,2,10.93,0.84,281.66,233.14,0.21,0,0,0.21,1
2,1,7.04,-1.87,52.29,549.66,0.86,1,1,0.7,-1
2,1,1.13,-3.29,343.49,851.66,0.77,1,2,0.83,-1
3,3,16.0,1.14,401.07,727.15,0.26,0,3,0.26,1
1,0,10.67,2.31,920.41,511.68,0.79,1,0,0.44,1
1,1,4.85,-3.57,753.75,564.88,0.45,1,1,0.96,-1
1,3,14.67,-2.45,189.12,1089.06,0.89,0,1,0.89,1
1,2,10.87,1.32,910.05,83.38,0.83,1,1,0.46,-1
3,1,4.75,0.61,34.86,287.45,0.45,0,3,0.45,-1
0,3,16.56,2.72,816.97,984.24,0.9,0,0,0.9,1
2,2,10.01,1.16,1078.35,813.87,0.64,0,2,0.64,1
3,1,0.06,0.07,153.65,98.02,0.98,1,1,0.33,-1
0,1,1.01,-1.31,582.41,192.29,0.79,1,1,0.43,-1
3,2,4.08,-2.86,737.33,435.45,0.7,0,3,0.7,-1
3,2,16.78,2.33,700.57,180.46,0.3,1,2,0.66,1
2,0,7.36,-2.82,960.67,379.41,0.74,0,2,0.74,-1
0,2,4.56,-4.03,475.8,825.48,0.93,1,2,0.36,-1
2,1,1.76,1.66,273.57,724.37,0.28,0,2,0.28,1
3,3,16.27,-3.35,374.63,799.78,0.23,1,1,0.78,1
2,2,14.84,2.27,422.22,191.87,0.63,0,2,0.63,-1
3,0,17.46,2.17,1063.97,718.07,0.54,1,2,0.55,1
2,1,13.16,-4.45,617.88,1039.61,0.63,0,2,0.63,1
1,1,13.34,1.23,314.79,100.18,0.31,0,1,0.31,-1
3,3,7.07,-4.24,473.67,444.62,0.4,1,0,0.8,-1
0,3,15.43,-3.95,488.98,672.74,0.77,1,0,0.32,-1
1,3,1.24,-1.84,550.31,599.69,0.42,1,2,0.25,-1
1,2,3.16,-0.35,1054.66,827.58,0.79,0,1,0.79,1
2,2,8.59,1.41,979.5,1018.8,0.26,0,2,0.26,1
1,3,14.14,-0.04,831.9,308.58,0.28,0,1,0.28,1
3,0,4.77,-1.82,747.5,469.61,0.24,1,2,0.92,-1
1,1,6.55,1.6,160.25,230.92,0.63,0,1,0.63,-1
1,3,7.85,-4.53,1027.06,955.1,0.82,0,1,0.82,1
0,2,16.05,1.56,977.97,821.87,0.48,1,2,0.77,1
1,0,13.18,0.17,499.6,930.3,0.7,1,1,0.23,-1
2,2,5.92,-4.76,1073.49,1044.56,0.56,1,1,0.98,1
0,3,3.29,-0.83,316.31,1091.85,0.26,0,0,0.26,1
2,1,0.0,-2.79,770.73,827.6,0.91,0,2,0.91,-1
0,2,7.24,0.02,49.2,207.29,0.98,1,2,0.76,-1
2,1,8.07,-2.5,438.05,259.26,0.86,1,2,0.35,-1
1,3,6.93,-3.23,736.32,816.71,0.78,0,1,0.78,-1
2,0,11.63,1.73,892.88,841.97,0.96,0,2,0.96,-1
1,3,7.97,-1.2,770.43,73.74,0.94,0,1,0.94,-1
3,3,0.84,0.42,692.24,618.1,0.32,1,1,0.2,-1
1,0,1.73,-1.97,1045.32,468.87,0.52,0,1,0.52,1
2,0,2.12,-3.61,328.65,34.08,0.67,1,2,0.35,-1
3,1,1.78,0.75,241.12,91.32,0.98,1,2,0.52,-1
2,2,1.79,1.55,695.99,181.87,0.38,0,2,0.38,-1
3,1,1.23,0.83,122.52,358.69,0.92,1,1,0.26,-1
3,1,0.4,0.08,36.75,257.33,0.53,0,3,0.53,-1
0,3,0.24,-2.27,349.49,859.45,0.99,0,0,0.99,-1
2,2,17.01,-4.17,165.13,1027.36,0.38,0,2,0.38,1
3,1,15.86,2.64,121.39,535.73,0.92,1,2,0.25,1
0,1,4.75,-4.21,284.5,677.04,0.64,1,1,0.64,-1
1,2,15.52,2.16,1059.27,747.75,0.77,1,1,0.84,1
2,0,10.55,1.23,490.39,353.45,0.42,0,2,0.42,-1
1,1,9.43,-3.92,141.83,457.86,0.57,0,1,0.57,-1
2,3,7.67,-4.49,481.79,1080.96,0.23,0,2,0.23,1
3,2,5.19,-1.93,697.36,391.27,0.48,1,1,0.89,-1
1,3,9.24,-1.21,352.29,570.03,0.55,1,1,0.99,-1
2,1,1.55,-2.09,569.09,125.28,0.39,0,2,0.39,-1
2,1,15.47,2.46,422.69,56.58,0.55,1,0,0.44,1
3,2,1.52,-3.95,919.61,815.46,0.23,1,0,0.84,-1
2,0,14.72,2.02,674.49,725.79,0.64,1,2,0.49,-1
2,3,3.95,-3.8,510.91,817.57,0.88,1,2,0.6,-1
2,3,2.58,-3.0,539.69,679.54,0.58,0,2,0.58,-1
1,3,15.77,-0.51,626.41,96.41,0.44,0,1,0.44,-1
1,1,10.38,0.17,763.04,187.14,0.53,0,1,0.53,-1
2,3,3.18,-1.11,280.09,689.49,0.31,1,0,0.65,-1
0,2,16.84,2.54,977.55,922.52,0.81,1,1,0.45,1
3,1,12.99,1.32,452.64,665.6,0.89,1,0,0.66,-1
1,1,9.97,-2.52,749.05,509.54,0.53,1,1,0.78,-1
1,1,15.73,-1.59,749.8,193.54,0.96,1,0,0.24,-1
3,0,0.28,-3.33,1063.25,482.5,0.53,1,2,0.72,1
0,1,0.7,0.3,691.78,375.69,0.38,1,1,0.99,-1
1,2,17.82,-4.32,1042.8,822.54,0.25,1,1,0.3,1
2,0,13.43,-3.19,344.42,860.37,0.64,0,2,0.64,-1
3,0,8.08,-3.89,1065.49,678.26,0.93,1,2,0.71,1
1,2,9.77,-0.93,675.55,672.35,0.54,1,1,0.25,-1
2,2,7.28,-4.99,606.78,407.59,0.48,0,2,0.48,-1
1,1,8.49,-1.41,317.34,551.48,0.22,1,0,0.54,-1
1,1,16.8,-2.16,108.96,714.3,0.62,0,1,0.62,1
0,2,4.25,2.24,119.37,147.94,0.56,0,0,0.56,-1
0,0,7.86,-0.84,1087.09,313.84,0.93,0,0,0.93,1
3,0,8.02,-0.58,415.68,38.6,0.36,0,3,0.36,-1
3,2,4.01,-3.36,205.38,865.58,0.44,1,2,0.93,-1
1,0,10.12,-0.08,61.27,289.22,0.94,0,1,0.94,-1
2,1,16.49,2.42,629.63,161.43,0.41,1,0,1.0,1
1,2,12.0,-1.58,317.6,244.15,0.71,1,0,0.52,-1
2,0,4.35,-0.72,609.6,611.69,0.93,0,2,0.93,-1
2,1,10.07,0.49,676.62,1087.58,0.5,0,2,0.5,1
2,2,13.9,-0.67,753.89,79.81,0.44,1,1,0.72,-1
0,1,2.39,1.15,513.69,538.16,0.46,0,0,0.46,-1
0,0,1.37,-4.93,457.24,631.34,0.36,1,1,0.41,-1
1,1,0.95,1.01,601.81,556.28,0.89,1,2,0.23,-1
1,0,14.82,-2.3,55.41,625.09,0.43,1,1,0.56,-1
3,2,8.96,-4.18,34.6,89.46,0.56,0,3,0.56,-1
0,0,17.06,1.67,603.49,108.07,0.86,0,0,0.86,1
1,3,8.7,-2.96,1056.16,123.64,0.75,0,1,0.75,1
0,3,10.15,2.8,888.96,52.85,0.73,1,0,0.32,1
2,0,2.81,-3.24,1091.29,329.91,0.59,1,1,0.33,1
3,1,5.35,-0.38,767.31,753.92,0.75,1,2,0.3,-1
0,3,2.89,2.47,189.14,718.58,0.26,1,2,0.8,1
0,2,4.73,-3.5,845.58,523.7,0.83,1,2,0.86,-1
0,0,4.29,-4.13,183.3,793.94,0.48,0,0,0.48,-1
3,1,14.19,-4.6,389.86,1098.23,0.94,1,1,0.39,-1
3,0,2.45,0.04,430.57,618.68,0.57,0,3,0.57,-1
2,1,11.02,-4.71,1020.67,212.85,0.69,1,1,0.83,1
